run_id,dataset,method,seed,epoch,train_loss,val_loss,val_macro_f1,prototype_purity,mean_uncertainty,activation_consistency
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,10,0.94302,1.02124,93.1217,0.812,0.301,0.8153
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,11,0.90311,1.01377,81.1489,0.8477,0.7748,0.8707
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,12,0.84317,0.93495,84.0979,0.8304,0.5771,0.8491
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,13,0.78941,0.87749,91.9015,0.7696,0.3444,0.8573
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,14,0.73514,0.87565,72.003,0.7998,0.98,0.8486
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,15,0.692,0.79557,78.406,0.807,0.8707,0.8301
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,16,0.6804,0.67719,93.7504,0.7785,0.2424,0.8363
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,17,0.61049,0.71623,76.3576,0.7889,0.98,0.8625
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,18,0.60888,0.67463,81.8553,0.7912,0.8266,0.8429
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,19,0.56142,0.5722,95.113,0.7827,0.1889,0.8532
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,20,0.53108,0.61075,79.3088,0.7888,0.9297,0.8947
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,21,0.49864,0.57016,84.4344,0.7828,0.614,0.8482
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,22,0.44563,0.44666,95.6962,0.7893,0.135,0.8534
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,23,0.42795,0.50774,78.9262,0.8045,0.9185,0.8329
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,24,0.38976,0.4824,85.6226,0.8098,0.5811,0.8568
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,25,0.36181,0.40831,96.465,0.8048,0.1836,0.8319
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,26,0.34271,0.4184,83.0368,0.8107,0.6881,0.8786
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,27,0.34254,0.39052,85.4546,0.7709,0.6126,0.8225
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,28,0.3217,0.31148,97.3335,0.8801,0.1478,0.8055
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,29,0.29665,0.35405,85.9367,0.8437,0.665,0.916
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,30,0.27841,0.31402,88.3661,0.877,0.4474,0.8151
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,31,0.24445,0.25444,95.68,0.8155,0.1185,0.8537
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,32,0.22837,0.36347,75.4625,0.8335,0.98,0.8699
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,33,0.2712,0.29807,80.8079,0.8305,0.7832,0.8498
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,34,0.19791,0.22047,96.7861,0.7871,0.1076,0.8443
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,35,0.22867,0.28697,79.3673,0.8382,0.8652,0.8651
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,36,0.18575,0.24887,83.4532,0.8222,0.7415,0.8329
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,37,0.19503,0.19199,97.3973,0.8213,0.0395,0.8698
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,38,0.18277,0.24806,81.3911,0.8387,0.8149,0.8536
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,39,0.16588,0.21101,84.8029,0.8191,0.6045,0.8498
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,40,0.15611,0.14591,97.4849,0.8563,0.1108,0.874
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,41,0.16687,0.22552,81.69,0.846,0.7853,0.862
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,42,0.1528,0.17615,86.8019,0.8277,0.5024,0.8571
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,43,0.13639,0.14894,98.2437,0.8287,0.1128,0.8265
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,44,0.11411,0.15208,84.5393,0.7943,0.7204,0.8615
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,45,0.10522,0.12303,88.6961,0.8198,0.4829,0.8501
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,46,0.09243,0.11101,98.1925,0.8782,0.0475,0.8712
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,47,0.07206,0.13383,86.0412,0.9051,0.5616,0.8159
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,48,0.08886,0.11805,88.7771,0.9034,0.5485,0.8726
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,49,0.06462,0.06968,96.5506,0.8237,0.1486,0.8515
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,50,0.05447,0.15086,76.3881,0.8374,0.98,0.8475
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,51,0.09626,0.12035,82.6714,0.866,0.8293,0.8708
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,52,0.06131,0.08956,97.1384,0.8801,0.1198,0.8651
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,53,0.07797,0.14046,78.6368,0.8526,0.8863,0.8678
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,54,0.04176,0.13487,84.9322,0.8539,0.6249,0.8411
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,55,0.05869,0.07479,98.044,0.8586,0.02,0.8419
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,56,0.06875,0.08229,82.3405,0.8783,0.7739,0.8348
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,57,0.03594,0.09912,86.7502,0.884,0.4676,0.8267
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,58,0.05407,0.05163,98.1451,0.8701,0.0314,0.8385
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,59,0.02051,0.11239,81.927,0.8766,0.7296,0.8491
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,60,0.02791,0.06383,87.3939,0.9042,0.5647,0.8624
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,1,1.70032,1.85475,85.9892,0.776,0.5571,0.8568
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,2,1.59557,1.78796,73.0624,0.7315,0.98,0.8421
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,3,1.51821,1.64952,77.3091,0.7532,0.9467,0.8447
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,4,1.38554,1.51638,89.084,0.814,0.4787,0.8261
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,5,1.33194,1.44616,78.6158,0.8214,0.8228,0.8729
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,6,1.22684,1.35862,81.6084,0.8349,0.7059,0.8579
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,7,1.16642,1.24292,89.0663,0.7747,0.3934,0.8596
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,8,1.09913,1.22475,70.3028,0.7436,0.98,0.8374
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,9,1.02077,1.13456,76.3471,0.7539,0.98,0.8872
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,10,0.95799,1.03074,91.4535,0.7471,0.3747,0.845
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,11,0.88455,1.02314,74.5859,0.7722,0.98,0.8462
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,12,0.85027,0.93193,80.191,0.7812,0.8287,0.849
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,13,0.79559,0.84885,92.9951,0.7536,0.2135,0.8648
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,14,0.74981,0.82637,77.7099,0.8051,0.8959,0.8857
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,15,0.68966,0.80934,82.1524,0.769,0.7559,0.8982
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,16,0.65429,0.71553,94.1875,0.796,0.1447,0.8258
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,17,0.60164,0.7163,78.1855,0.7766,0.9183,0.8035
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,18,0.60387,0.61986,84.5287,0.7849,0.7189,0.8397
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,19,0.55813,0.55616,95.412,0.8108,0.1747,0.868
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,20,0.52992,0.60013,80.8521,0.7789,0.7964,0.8308
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,21,0.47439,0.55125,85.122,0.8126,0.6279,0.8594
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,22,0.45804,0.49194,96.5068,0.857,0.1611,0.8868
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,23,0.42282,0.48464,84.7326,0.8494,0.6839,0.8571
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,24,0.41529,0.45633,87.1977,0.8901,0.528,0.8693
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,25,0.37886,0.40361,94.7185,0.7988,0.3135,0.8521
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,26,0.36594,0.4828,74.9391,0.7703,0.9448,0.8614
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,27,0.34734,0.3854,81.1727,0.8256,0.7761,0.8625
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,28,0.34057,0.31493,95.8391,0.8159,0.0518,0.8713
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,29,0.30326,0.40526,78.3755,0.7871,0.9704,0.843
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,30,0.29408,0.30974,83.4097,0.8009,0.725,0.8478
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,31,0.27033,0.26363,97.0061,0.8056,0.0665,0.8416
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,32,0.21282,0.30814,81.0317,0.8498,0.8307,0.859
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,33,0.251,0.27803,86.1411,0.8297,0.7138,0.8318
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,34,0.22328,0.25333,96.8687,0.8293,0.0997,0.8574
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,35,0.19662,0.26292,80.8073,0.8034,0.8299,0.8417
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,36,0.18701,0.24515,86.8435,0.818,0.5443,0.8373
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,37,0.19082,0.19041,97.9744,0.8061,0.0705,0.849
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,38,0.20418,0.26194,83.8933,0.8241,0.7247,0.8467
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,39,0.12899,0.23797,87.4499,0.8398,0.5304,0.841
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,40,0.13416,0.14617,97.9112,0.883,0.02,0.8825
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,41,0.15786,0.16476,86.9769,0.9134,0.5567,0.8377
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,42,0.13386,0.15805,89.1309,0.9371,0.4056,0.8491
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,43,0.09862,0.15619,95.8382,0.8212,0.1121,0.8383
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,44,0.14847,0.18913,76.721,0.8169,0.8998,0.8683
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,45,0.13759,0.20499,82.0052,0.8401,0.645,0.8824
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,46,0.10208,0.08436,97.1376,0.8145,0.1143,0.865
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,47,0.10638,0.16424,79.7732,0.8276,0.8683,0.8572
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,48,0.07988,0.15063,84.7031,0.8361,0.6273,0.8765
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,49,0.08736,0.09274,98.1284,0.837,0.1278,0.8557
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,50,0.09839,0.1417,81.7119,0.8264,0.7341,0.8515
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,51,0.05363,0.12509,86.4846,0.8494,0.569,0.8267
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,52,0.06663,0.04595,98.2301,0.8733,0.0617,0.858
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,53,0.05601,0.12273,81.3579,0.8981,0.7581,0.8681
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,54,0.05167,0.08766,87.7046,0.8279,0.4802,0.817
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,55,0.0886,0.06445,98.2714,0.8678,0.1526,0.8412
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,56,0.04145,0.10587,83.3001,0.8642,0.7592,0.848
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,57,0.04034,0.09526,87.5187,0.8901,0.5696,0.8677
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,58,0.08196,0.04812,98.7932,0.9216,0.1184,0.8548
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,59,0.03914,0.09836,86.2948,0.9436,0.6354,0.8429
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,60,0.048,0.07607,89.9278,0.934,0.3598,0.846
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,1,1.70821,1.85036,84.2714,0.761,0.5488,0.8448
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,2,1.57593,1.76084,64.7473,0.7727,0.98,0.8295
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,3,1.5194,1.67076,71.8332,0.7134,0.98,0.8791
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,4,1.39445,1.52455,87.3478,0.7766,0.4645,0.8376
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,5,1.33106,1.49851,70.7804,0.6995,0.98,0.8657
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,6,1.25157,1.37295,76.4205,0.7578,0.98,0.812
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,7,1.17472,1.23759,90.2813,0.7448,0.418,0.8616
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,8,1.07871,1.25037,74.7504,0.7738,0.9713,0.8572
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,9,1.02432,1.14754,79.9959,0.7797,0.8409,0.8813
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,10,0.94767,1.05931,91.6264,0.7583,0.397,0.8491
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,11,0.88607,1.04458,75.8867,0.772,0.98,0.8772
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,12,0.84556,0.94292,82.3557,0.8043,0.7285,0.8284
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,13,0.80801,0.84792,93.4381,0.7948,0.2971,0.8394
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,14,0.73516,0.84413,78.6595,0.7598,0.9488,0.8836
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,15,0.7442,0.77338,83.2775,0.7655,0.6286,0.8421
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,16,0.65762,0.67014,95.1167,0.8205,0.1175,0.8674
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,17,0.62779,0.71113,83.4512,0.8402,0.6153,0.8176
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,18,0.60373,0.67168,86.7859,0.8628,0.5902,0.8405
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,19,0.52594,0.57945,93.7104,0.7741,0.2504,0.8199
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,20,0.52844,0.65222,73.2086,0.7742,0.98,0.8588
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,21,0.49573,0.54821,79.3784,0.7535,0.8713,0.8508
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,22,0.44496,0.46827,95.1958,0.8164,0.2346,0.8208
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,23,0.4354,0.54861,78.1198,0.8168,0.9422,0.8496
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,24,0.40307,0.46132,83.544,0.8084,0.6466,0.899
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,25,0.40221,0.40168,96.4511,0.7667,0.02,0.8141
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,26,0.34938,0.41463,80.2195,0.7779,0.8223,0.8409
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,27,0.33248,0.40055,84.8917,0.837,0.5896,0.8499
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,28,0.30854,0.28487,96.3291,0.8126,0.1994,0.8626
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,29,0.29866,0.36755,80.6416,0.8047,0.7536,0.8451
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,30,0.25819,0.3077,86.5651,0.8112,0.5715,0.8577
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,31,0.28989,0.30169,97.1274,0.7957,0.1084,0.8483
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,32,0.25036,0.30228,83.152,0.8033,0.7054,0.9011
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,33,0.21565,0.26164,86.909,0.8387,0.5558,0.845
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,34,0.19563,0.21901,98.1198,0.891,0.0307,0.8816
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,35,0.17262,0.26565,86.2728,0.8726,0.5394,0.8372
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,36,0.18562,0.26301,88.5988,0.889,0.4937,0.8644
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,37,0.16413,0.20051,96.0242,0.8051,0.2005,0.8322
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,38,0.16589,0.27759,75.5219,0.839,0.98,0.8368
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,39,0.14954,0.23427,81.8853,0.8405,0.717,0.853
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,40,0.13442,0.14961,96.898,0.8393,0.0217,0.8695
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,41,0.14696,0.223,79.6325,0.8117,0.7793,0.8298
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,42,0.11521,0.17008,85.4695,0.8185,0.722,0.8326
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,43,0.12443,0.14284,97.7275,0.8301,0.132,0.8609
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,44,0.12189,0.15259,81.2659,0.8238,0.8903,0.8107
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,45,0.09064,0.14379,86.7676,0.8292,0.5763,0.8457
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,46,0.09564,0.11528,97.4535,0.85,0.1077,0.8462
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,47,0.07288,0.16366,81.3744,0.843,0.7338,0.8478
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,48,0.0839,0.1463,86.6472,0.8491,0.4831,0.8581
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,49,0.10753,0.10635,98.4174,0.8328,0.0947,0.856
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,50,0.08782,0.13537,83.836,0.859,0.6564,0.8567
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,51,0.06982,0.10727,87.1422,0.8855,0.5516,0.8237
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,52,0.06702,0.08388,98.9521,0.9268,0.0331,0.8972
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,53,0.06525,0.12123,87.2022,0.9106,0.571,0.8625
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,54,0.05943,0.07257,88.788,0.892,0.4171,0.8338
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,55,0.05524,0.09215,96.2949,0.8543,0.2037,0.88
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,56,0.04084,0.10673,76.5267,0.8603,0.98,0.8669
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,57,0.02316,0.11527,82.744,0.8712,0.641,0.8481
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,58,0.04981,0.06109,97.3422,0.8608,0.1269,0.845
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,59,0.03215,0.13339,79.5079,0.8593,0.8684,0.8628
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,60,0.02631,0.08823,85.0379,0.856,0.6518,0.8596
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,1,1.71203,1.85856,85.6515,0.7646,0.6682,0.8543
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,2,1.5763,1.77603,70.2928,0.7261,0.98,0.8279
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,3,1.49132,1.64685,76.6999,0.7723,0.935,0.8207
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,4,1.41121,1.50716,88.1992,0.7479,0.53,0.843
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,5,1.34336,1.49253,72.6784,0.7383,0.98,0.8401
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,6,1.23055,1.36138,79.7052,0.7522,0.7357,0.8319
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,7,1.14948,1.23415,90.8073,0.7769,0.3496,0.8539
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,8,1.08568,1.23733,76.8485,0.7529,0.98,0.8454
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,9,1.00519,1.13216,81.0994,0.7422,0.6986,0.8298
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,10,0.95482,1.03542,92.6913,0.7971,0.2988,0.8253
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,11,0.90935,0.99141,81.5307,0.8188,0.7927,0.8421
