2026-06-15 09:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00006473 | val_macro_f1=91.1345 | prototype_update=no
2026-06-20 11:52:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00005560 | val_macro_f1=85.5103 | prototype_update=no
2026-06-20 12:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00008540 | val_macro_f1=89.6849 | prototype_update=no
2026-06-20 09:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00007320 | val_macro_f1=84.7740 | prototype_update=no
2026-06-20 11:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00009199 | val_macro_f1=84.4995 | prototype_update=no
2026-06-20 12:26:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00008597 | val_macro_f1=88.1200 | prototype_update=no
2026-06-20 09:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00006019 | val_macro_f1=92.9330 | prototype_update=no
2026-06-20 10:36:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00009847 | val_macro_f1=92.7601 | prototype_update=yes
2026-06-20 13:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00006704 | val_macro_f1=88.4471 | prototype_update=no
2026-06-20 09:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00007891 | val_macro_f1=86.0342 | prototype_update=no
2026-06-20 11:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00008593 | val_macro_f1=86.7894 | prototype_update=no
2026-06-20 13:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00007732 | val_macro_f1=91.4642 | prototype_update=no
2026-06-20 10:11:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00009999 | val_macro_f1=87.0683 | prototype_update=no
2026-06-20 11:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00007509 | val_macro_f1=88.2753 | prototype_update=no
2026-06-20 13:01:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00009828 | val_macro_f1=91.5104 | prototype_update=no
2026-06-20 09:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00008088 | val_macro_f1=91.1256 | prototype_update=no
2026-06-20 11:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00009754 | val_macro_f1=84.6650 | prototype_update=no
2026-06-20 13:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00007648 | val_macro_f1=89.4152 | prototype_update=no
2026-06-20 09:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00007110 | val_macro_f1=85.9658 | prototype_update=no
2026-06-20 10:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00005282 | val_macro_f1=91.6826 | prototype_update=no
2026-06-20 13:12:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00005259 | val_macro_f1=91.9491 | prototype_update=no
2026-06-20 09:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00009702 | val_macro_f1=87.9897 | prototype_update=no
2026-06-20 10:21:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00005847 | val_macro_f1=87.3703 | prototype_update=no
2026-06-20 13:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00008618 | val_macro_f1=91.9224 | prototype_update=no
2026-06-20 09:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00006947 | val_macro_f1=88.6980 | prototype_update=no
2026-06-20 11:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00009405 | val_macro_f1=93.7616 | prototype_update=yes
2026-06-20 12:24:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00007982 | val_macro_f1=90.3383 | prototype_update=no
2026-06-20 08:26:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00006864 | val_macro_f1=89.4639 | prototype_update=no
2026-06-20 10:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00009383 | val_macro_f1=91.9926 | prototype_update=no
2026-06-20 12:54:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00007031 | val_macro_f1=86.4146 | prototype_update=no
2026-06-20 09:26:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00007387 | val_macro_f1=86.5544 | prototype_update=no
2026-06-20 10:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00005860 | val_macro_f1=85.9233 | prototype_update=no
2026-06-20 14:10:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00008271 | val_macro_f1=85.5066 | prototype_update=no
2026-06-20 09:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00006876 | val_macro_f1=86.2342 | prototype_update=no
2026-06-20 12:04:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00007481 | val_macro_f1=90.4346 | prototype_update=no
2026-06-20 13:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00006126 | val_macro_f1=84.1335 | prototype_update=no
2026-06-20 09:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00006028 | val_macro_f1=90.5952 | prototype_update=no
2026-06-20 11:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00007443 | val_macro_f1=91.5097 | prototype_update=no
2026-06-20 13:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00009203 | val_macro_f1=91.1895 | prototype_update=no
2026-06-20 08:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00006105 | val_macro_f1=86.9769 | prototype_update=no
2026-06-20 10:43:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00005951 | val_macro_f1=90.1868 | prototype_update=no
2026-06-20 13:35:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00006756 | val_macro_f1=87.5068 | prototype_update=no
2026-06-20 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00005200 | val_macro_f1=90.1917 | prototype_update=no
2026-06-20 11:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00009014 | val_macro_f1=88.5874 | prototype_update=yes
2026-06-20 12:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00007782 | val_macro_f1=88.1235 | prototype_update=no
2026-06-21 08:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=loader | lr=0.00007440 | val_macro_f1=89.9434 | prototype_update=no
2026-06-21 10:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=train | lr=0.00008527 | val_macro_f1=87.3445 | prototype_update=no
2026-06-21 13:33:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ResNet-50 | stage=eval | lr=0.00006439 | val_macro_f1=86.4775 | prototype_update=no
2026-06-21 09:41:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=loader | lr=0.00009548 | val_macro_f1=84.7160 | prototype_update=no
2026-06-21 11:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=train | lr=0.00005869 | val_macro_f1=84.4494 | prototype_update=no
2026-06-21 12:47:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=EfficientNet-B3 | stage=eval | lr=0.00008886 | val_macro_f1=89.2874 | prototype_update=no
2026-06-21 09:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=loader | lr=0.00006242 | val_macro_f1=86.0957 | prototype_update=no
2026-06-21 11:32:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=train | lr=0.00005749 | val_macro_f1=85.4692 | prototype_update=no
2026-06-21 13:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt-Tiny | stage=eval | lr=0.00005468 | val_macro_f1=85.2735 | prototype_update=no
2026-06-21 08:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=loader | lr=0.00006958 | val_macro_f1=90.9197 | prototype_update=no
2026-06-21 10:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=train | lr=0.00007086 | val_macro_f1=87.8225 | prototype_update=no
2026-06-21 13:44:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=Swin-Tiny | stage=eval | lr=0.00005271 | val_macro_f1=85.4512 | prototype_update=no
2026-06-21 09:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=loader | lr=0.00006753 | val_macro_f1=86.7905 | prototype_update=no
2026-06-21 11:09:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=train | lr=0.00008897 | val_macro_f1=87.0248 | prototype_update=no
2026-06-21 12:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=ConvNeXt+ARM | stage=eval | lr=0.00006912 | val_macro_f1=84.3459 | prototype_update=no
2026-06-21 10:05:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=loader | lr=0.00005056 | val_macro_f1=89.2502 | prototype_update=no
2026-06-21 11:22:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=train | lr=0.00008432 | val_macro_f1=86.4300 | prototype_update=yes
2026-06-21 13:55:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantVillage | method=UAMP-Net | stage=eval | lr=0.00009706 | val_macro_f1=88.2296 | prototype_update=no
2026-06-21 08:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=loader | lr=0.00008158 | val_macro_f1=90.9482 | prototype_update=no
2026-06-21 11:34:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=train | lr=0.00008657 | val_macro_f1=90.6164 | prototype_update=no
2026-06-21 12:40:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ResNet-50 | stage=eval | lr=0.00008449 | val_macro_f1=85.5992 | prototype_update=no
2026-06-21 09:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=loader | lr=0.00007280 | val_macro_f1=84.3539 | prototype_update=no
2026-06-21 10:15:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=train | lr=0.00009204 | val_macro_f1=87.6827 | prototype_update=no
2026-06-21 13:31:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=EfficientNet-B3 | stage=eval | lr=0.00007631 | val_macro_f1=86.1000 | prototype_update=no
2026-06-21 08:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=loader | lr=0.00009726 | val_macro_f1=89.8568 | prototype_update=no
2026-06-21 11:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=train | lr=0.00009779 | val_macro_f1=91.7624 | prototype_update=no
2026-06-21 12:20:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt-Tiny | stage=eval | lr=0.00005413 | val_macro_f1=87.7153 | prototype_update=no
2026-06-21 08:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=loader | lr=0.00006386 | val_macro_f1=85.3007 | prototype_update=no
2026-06-21 10:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=train | lr=0.00007918 | val_macro_f1=90.4935 | prototype_update=no
2026-06-21 13:53:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=Swin-Tiny | stage=eval | lr=0.00009803 | val_macro_f1=84.8846 | prototype_update=no
2026-06-21 08:50:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=loader | lr=0.00007671 | val_macro_f1=90.8080 | prototype_update=no
2026-06-21 10:39:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=train | lr=0.00009024 | val_macro_f1=85.5515 | prototype_update=no
2026-06-21 12:45:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=ConvNeXt+ARM | stage=eval | lr=0.00005827 | val_macro_f1=88.1383 | prototype_update=no
2026-06-21 09:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=loader | lr=0.00006645 | val_macro_f1=88.1259 | prototype_update=no
2026-06-21 10:46:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=train | lr=0.00005115 | val_macro_f1=86.0159 | prototype_update=yes
2026-06-21 12:23:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=PlantDoc | method=UAMP-Net | stage=eval | lr=0.00009304 | val_macro_f1=92.9535 | prototype_update=no
2026-06-21 09:29:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=loader | lr=0.00007871 | val_macro_f1=89.7399 | prototype_update=no
2026-06-21 10:56:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=train | lr=0.00009101 | val_macro_f1=91.1068 | prototype_update=no
2026-06-21 12:42:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ResNet-50 | stage=eval | lr=0.00009180 | val_macro_f1=89.5142 | prototype_update=no
2026-06-21 08:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=loader | lr=0.00006807 | val_macro_f1=86.9161 | prototype_update=no
2026-06-21 10:57:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=train | lr=0.00008622 | val_macro_f1=89.5625 | prototype_update=no
2026-06-21 12:48:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=EfficientNet-B3 | stage=eval | lr=0.00006059 | val_macro_f1=84.9532 | prototype_update=no
2026-06-21 09:28:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=loader | lr=0.00008346 | val_macro_f1=87.4474 | prototype_update=no
2026-06-21 10:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=train | lr=0.00009017 | val_macro_f1=87.0626 | prototype_update=no
2026-06-21 12:19:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt-Tiny | stage=eval | lr=0.00006477 | val_macro_f1=87.1774 | prototype_update=no
2026-06-21 10:13:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=loader | lr=0.00008308 | val_macro_f1=87.2119 | prototype_update=no
2026-06-21 10:27:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=train | lr=0.00009518 | val_macro_f1=85.2260 | prototype_update=no
2026-06-21 14:00:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=Swin-Tiny | stage=eval | lr=0.00009613 | val_macro_f1=88.5750 | prototype_update=no
2026-06-21 09:17:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=loader | lr=0.00007549 | val_macro_f1=87.1503 | prototype_update=no
2026-06-21 11:58:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=train | lr=0.00007035 | val_macro_f1=86.2619 | prototype_update=no
2026-06-21 12:16:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=ConvNeXt+ARM | stage=eval | lr=0.00006803 | val_macro_f1=85.3877 | prototype_update=no
2026-06-21 09:49:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=loader | lr=0.00007392 | val_macro_f1=88.6698 | prototype_update=no
2026-06-21 10:59:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=train | lr=0.00007702 | val_macro_f1=92.5347 | prototype_update=yes
2026-06-21 14:06:00 | INFO | RUN_MODE=deterministic_smoke_test | dataset=CUB-200-2011 | method=UAMP-Net | stage=eval | lr=0.00005134 | val_macro_f1=93.9297 | prototype_update=no
